cta_per,cta_id,(No column name),(No column name),total
443699,3002389,PTM,12,5126.66
443716,2463794,PTM,6,4841.77
443822,2794853,PTM,1,1216.38
443851,2615550,PTM,6,2515.17
443851,2664566,PTM,3,2961.03
443862,2807923,PTM,9,20629.82
443896,2617183,PTM,6,4490.57
443898,2619887,PTM,9,14685.26
443905,2529406,PTM,285,17883.68
443916,2763810,PTM,12,1714.08
443935,2974251,PTM,1,9824.23
443987,2191242,PTM,9,5027.60
443988,2972652,PTM,3,12697.25
443991,2676244,PTM,9,2551.62
444014,2214155,PTM,6,3574.31
444030,3062912,PTM,17,3762.94
444042,2740306,PTM,9,4496.51
444078,2992757,PTM,12,2463.48
444100,2382383,PTM,6,3868.21
444117,2758168,PTM,267,3294.64
444152,2787253,PTM,12,3921.06
444163,2271199,PTM,9,4109.18
444167,2595608,PTM,6,4083.28
444195,2765753,PTM,12,3282.62
444235,2486971,PTM,260,9229.98
444247,2360523,PTM,9,2143.74
444275,2377340,PTM,12,2106.09
444351,2698872,PTM,31,8662.29
444383,2379674,PTM,12,2235.28
444411,2490710,PTM,12,4385.91
444450,2601084,PTM,179,1526136.99
444451,2600887,PTM,0,22896.41
444456,3238097,PTM,16,264105.02
444460,3025236,PTM,12,21776.82
444476,2704974,PTM,9,6204.18
444496,2633014,PTM,9,4331.14
444500,3229603,PTM,6,4009.62
444520,3099752,PTM,9,23003.68
444553,2310424,PTM,12,3645.17
444599,2487290,PTM,1,501.12
444609,2839573,PTM,72,4065.14
444613,3101478,PTM,6,3843.67
444614,2697108,PTM,6,5973.86
444614,3013998,PTM,6,3918.29
444692,2778623,PTM,6,33490.70
444708,2584535,PTM,16,13426.71
444718,2421503,PTM,9,6295.11
444718,2611795,PTM,1,4913.65
444737,2512682,PTM,12,3280.65
444747,2483412,PTM,12,7096.41
444766,2781621,PTM,6,2505.62
444771,2942384,PTM,9,3469.93
444790,2662832,PTM,6,3884.72
444793,2692187,PTM,1,1797.51
444794,2513159,PTM,12,3382.15
444811,2792593,PTM,5,4254.23
444846,2381477,PTM,12,2833.13
444867,2808011,PTM,9,2715.00
444972,2481370,PTM,12,2360.94
444973,2508006,PTM,9,4331.14
444976,3119681,PTM,12,2888.70
444978,2691276,PTM,9,2710.80
445037,2889980,PTM,9,11743.71
445039,2711889,PTM,6,3749.61
445052,2462237,PTM,9,4198.21
445068,2761527,PTM,9,4354.36
445076,2839526,PTM,34,12668.78
445082,2600783,PTM,6,1220.43
445157,2889599,PTM,12,3331.07
445164,2344397,PTM,9,3190.28
445167,3018445,PTM,12,12305.55
445170,2955064,PTM,6,5248.92
445296,2812958,PTM,9,10670.58
445318,2789223,PTM,12,2971.63
445381,2803991,PTM,6,3419.77
445389,2756685,PTM,6,1028.45
445412,2769313,PTM,6,13033.67
445413,2749415,PTM,6,7788.33
445420,2468659,PTM,3,4700.68
445437,2880516,PTM,1,13031.98
445530,2392792,PTM,3,1595.14
445535,2683835,PTM,12,5775.51
445586,2981843,PTM,4,540753.42
445613,2985175,PTM,225,3308.85
445760,2769354,PTM,12,4057.90
445906,2911020,PTM,3,6129.40
445909,2608317,PTM,108,17764.14
445917,2387968,PTM,6,2765.11
445969,2362563,PTM,1,5090.02
446015,2808991,PTM,9,13265.11
446087,2454524,PTM,12,1376.72
446228,2785875,PTM,1,1419.03
446249,2255750,PTM,31,1193.29
446253,2452336,PTM,1,1553.49
446278,2715402,PTM,12,2168.64
446394,2915454,PTM,9,1407.12
446435,2640030,PTM,9,1753.94
446443,2444598,PTM,97,1027.29
446514,3093543,PTM,1,9394.45
446575,2638626,PTM,75,1453.26
446731,2807932,PTM,6,2706.73
446755,2593880,PTM,6,2004.50
446788,2695263,PTM,12,1383.16
446953,2982385,PTM,1,2247.12
446962,2387099,PTM,1,2006.80
447020,3082179,PTM,3,1878.89
447022,2934855,PTM,9,2010.17
447040,2645519,PTM,3,2247.72
447217,2444681,PTM,12,751.69
447283,2907356,PTM,12,856.51
447464,2613274,PTM,6,1325.88
447494,2885289,PTM,9,1777.95
447568,2773713,PTM,9,1702.83
447626,2822007,PTM,3,2845.00
447691,2539813,PTM,6,1994.06
447723,2623213,PTM,9,731.64
447741,3017381,PTM,9,2695.84
447826,2629342,PTM,1,2157.32
447835,2661185,PTM,1,3113.28
447905,2169652,PTM,12,883.92
447947,2446299,PTM,1,662.94
447998,2948120,PTM,26,1254.83
448035,2807671,PTM,9,1172.76
448127,2774211,PTM,9,829.54
448144,2987253,PTM,1,1850.11
448282,2894195,PTM,12,2563.76
448299,2748784,PTM,1,970.05
448305,2107346,PTM,12,1075.23
448339,2968072,PTM,31,3076.51
448343,2893277,PTM,1,5339.27
448381,2421995,PTM,1,1002.25
448401,2456305,PTM,9,1983.19
448437,2700494,PTM,12,778.32
448471,2831923,PTM,9,1778.12
448502,2356346,PTM,9,662.94
448591,2067117,PTM,1,2337.47
448611,2828590,PTM,9,1520.83
448635,2889552,PTM,9,985.26
448659,2718380,PTM,12,3524.04
448670,2917202,PTM,1,941.89
448682,2598180,PTM,12,1370.08
448752,2833865,PTM,9,1886.51
448791,2448479,PTM,12,1401.02
448793,2945406,PTM,9,1271.99
448843,2579024,PTM,90,1935.57
448936,2344173,PTM,1,1013.87
449018,2951905,PTM,1,2278.52
449034,2831261,PTM,3,2133.75
449083,3034232,PTM,3,3203.24
449113,3023438,PTM,3,3107.96
449127,2919265,PTM,9,2184.97
449138,2793764,PTM,1,1900.17
449186,3233088,PTM,23,5401.16
449211,2218900,PTM,6,2209.80
449212,2668014,PTM,6,2028.04
449292,2917836,PTM,9,902.38
449353,2689551,PTM,12,1556.64
449374,2750219,PTM,1,1475.37
449408,2819519,PTM,12,2596.33
449451,2643979,PTM,3,1503.37
449502,2886767,PTM,12,1837.21
449509,2494440,PTM,12,1104.90
449522,2917879,PTM,1,1119.15
449555,2720211,PTM,3,3047.15
449583,2646750,PTM,9,1553.49
449667,2978248,PTM,6,4733.76
449725,2651583,PTM,3,2004.50
449727,2984616,PTM,3,1571.71
449736,2532905,PTM,1,3314.71
449760,3038787,PTM,1,13718.07
449790,2980997,PTM,1,4380.54
449830,2632396,PTM,1,1307.93
449893,2640230,PTM,1,1884.03
449929,3092311,PTM,12,14641.81
450019,2715635,PTM,9,9213.71
450036,2902134,PTM,3,4915.73
450152,3093916,PTM,9,1878.89
450164,2579054,PTM,9,1352.40
450320,2442258,PTM,12,9836.48
450320,3021609,PTM,1,6784.17
450338,2993429,PTM,9,2607.08
450344,2967084,PTM,9,12236.14
450393,2779930,PTM,9,11675.82
450393,3018480,PTM,6,5955.80
450396,2755873,PTM,9,1770.39
450397,2760314,PTM,395,4419.61
450427,2713116,PTM,12,13444.57
450514,2310348,PTM,6,3081.88
450514,2683587,PTM,6,1468.35
450515,3099809,PTM,12,9627.91
450517,3035050,PTM,16,3292.57
450543,2939352,PTM,11,7612.58
450559,2953766,PTM,6,5429.19
450571,3139453,PTM,18,2822.49
450832,2747108,PTM,12,3435.39
450839,2290931,PTM,6,2189.19
450855,2971469,PTM,6,5366.58
450871,2724975,PTM,9,3539.97
450886,2602109,PTM,12,2099.26
450886,2937741,PTM,9,2388.80
450977,2969600,PTM,9,7129.93
450988,2729696,PTM,9,6392.00
451016,2307553,PTM,9,904.02
451024,2252073,PTM,6,3739.35
451053,2953899,PTM,6,2596.29
451219,2880973,PTM,6,3707.87
451258,2779735,PTM,55,2405.92
451286,2889750,PTM,12,4487.12
451334,2523436,PTM,3,7239.97
451350,2535155,PTM,3,4331.14
451361,2589769,PTM,3,1104.90
451362,2998798,PTM,6,15258.49
451393,2651743,PTM,6,5013.72
451423,3092343,PTM,3,2129.41
451442,2829867,PTM,6,2538.63
451442,2970520,PTM,12,1811.59
451444,2738718,PTM,6,3044.61
451446,2659746,PTM,1,1843.40
451465,2611049,PTM,1,5227.97
451485,2826871,PTM,3,10409.28
451555,2687910,PTM,6,1911.64
451557,2395507,PTM,373,3393.57
451560,2661390,PTM,9,3440.95
451565,2954596,PTM,6,6405.66
451585,3101063,PTM,12,13610.65
451616,2613450,PTM,12,483835.91
451616,2643105,PTM,16,177882.96
451617,3085552,PTM,4,21059.50
451617,3101040,PTM,34,45454.93
451617,3231580,PTM,68,39201.95
451620,3231051,PTM,6,177023.75
451650,3003338,PTM,23,2383.34
451661,2522423,PTM,26,1414.28
451664,2458804,PTM,6,4331.14
451665,2445950,PTM,9,10481.37
451729,2771329,PTM,6,3467.02
451737,2656729,PTM,9,1503.37
451768,2618325,PTM,9,1002.25
451773,2577426,PTM,6,2383.32
451778,2833854,PTM,94,8901.99
451788,2758342,PTM,6,8721.03
451803,2751099,PTM,6,2674.11
451827,2707707,PTM,6,9167.65
451845,2943468,PTM,9,3473.58
451851,2297195,PTM,3,1027.29
451881,2380234,PTM,12,6217.45
451883,2972850,PTM,3,1462.97
451885,2715553,PTM,6,4110.02
451934,2535149,PTM,3,15506.37
451946,3087890,PTM,6,2707557.18
451947,3006772,PTM,41,106754.11
451947,3006776,PTM,41,106754.11
451950,2656414,PTM,6,8860.78
451955,2652004,PTM,6,8860.78
451964,3019508,PTM,264,3348.53
451979,2983529,PTM,9,5805.40
452100,2823587,PTM,6,9583.61
452124,2465386,PTM,9,5891.72
452136,2596385,PTM,12,7290.34
452139,2686669,PTM,9,3094.56
452179,2713117,PTM,12,8813.16
452213,3230188,PTM,3,25267.17
452213,3238135,PTM,24,32872.11
452224,2510868,PTM,3,2856.41
452227,3003092,PTM,3,4182.98
452238,2248627,PTM,495,3877.84
452270,2579028,PTM,9,677.93
452280,2275404,PTM,174,6973.31
452285,2348246,PTM,325,5030.33
452291,2536718,PTM,12,3645.79
452339,2361142,PTM,6,8662.29
452413,2494930,PTM,6,6744.77
452415,3038471,PTM,482,16546.10
452428,2733515,PTM,9,4558.08
452461,3045035,PTM,6,5098.49
452488,2391912,PTM,12,1866.01
452488,2669177,PTM,12,6295.11
452502,2928328,PTM,12,3760.46
452769,2997160,PTM,3,9917.25
452814,2407015,PTM,12,1942.08
452881,2891524,PTM,49,5448.68
452906,2998412,PTM,16,2632.19
452913,2643341,PTM,9,11171.97
452921,3002198,PTM,3,5557.15
452938,2723746,PTM,12,4835.26
452962,2984978,PTM,12,4603.04
452966,2839805,PTM,1,1778.12
452969,2593053,PTM,568,2176.86
452988,2658308,PTM,12,7966.59
453017,2974765,PTM,3,2108.10
453021,2531237,PTM,9,10180.72
453042,2582715,PTM,12,1643.67
453050,2701904,PTM,9,4383.44
453083,3233531,PTM,21,12795.45
453113,2663712,PTM,3,5197.37
453124,2703560,PTM,6,4299.51
453167,2632715,PTM,49,2841.23
453184,2386746,PTM,6,1515.90
453192,2461154,PTM,1,4721.89
453195,2964118,PTM,12,986.81
453249,2750072,PTM,6,4484.05
453257,2540660,PTM,11,86507.11
453257,2603130,PTM,6,216606.93
453257,2612687,PTM,12,135785.51
453261,3015536,PTM,9,56561.22
453261,3230256,PTM,12,183228.35
453261,3230257,PTM,19,172815.07
453261,3230258,PTM,6,185777.48
453298,2778374,PTM,9,5108.49
453314,2482277,PTM,1,9138.50
453373,2388913,PTM,31,6503.90
453394,2622487,PTM,9,7362.94
453401,2761133,PTM,6,3766.20
453403,2502684,PTM,90,5599.34
453403,2881962,PTM,4,4282.35
453430,2441020,PTM,1,2147.12
453442,3005116,PTM,47,321600.00
453460,2695525,PTM,6,4107.48
453462,2605080,PTM,6,3190.28
453469,2054957,PTM,499,9918.78
453473,2155803,PTM,6,5880.20
453474,2426830,PTM,760,7766.29
453532,2649853,PTM,655,4925.93
453556,2886336,PTM,3,7157.25
453561,1955907,PTM,112,2133.21
453570,2624928,PTM,9,2511.24
453585,2915466,PTM,12,10476.87
453586,2991997,PTM,6,5891.30
453587,3101620,PTM,6,6291.08
453593,2622409,PTM,6,4799.59
453598,2526150,PTM,49,10559.10
453600,2520270,PTM,3,5184.20
453602,2699164,PTM,6,4460.54
453608,2618366,PTM,31,8201.63
453612,2606361,PTM,6,5467.75
453618,3088529,PTM,133,6753.06
453619,2695894,PTM,6,6873.67
453622,2976967,PTM,12,1274.54
453659,3013098,PTM,6,6413.06
453662,2672106,PTM,154,8231.82
453668,2527741,PTM,6,4147.66
453669,3238026,PTM,26,1585.46
453670,2651932,PTM,26,8517.45
453690,2747715,PTM,890,3636.26
453691,3087460,PTM,6,5834.18
453724,2834057,PTM,9,848.66
453727,2963953,PTM,6,2229.50
453732,2762988,PTM,6,14610.72
453740,2495692,PTM,3,3288.84
453751,2881913,PTM,133,7115.58
453753,2805833,PTM,6,6226.56
453801,2816401,PTM,1,5844.33
453896,2594094,PTM,6,4562.42
453905,2891478,PTM,3,3329.75
453908,3021925,PTM,6,3396.04
453913,2757001,PTM,9,2666.32
453916,2248898,PTM,1,2293.75
453916,2665389,PTM,1,3108.72
453972,2581598,PTM,1,2738.70
453974,3008247,PTM,6,3904.59
453977,2668037,PTM,6,2919.32
453985,2657335,PTM,9,26979.06
454010,3028065,PTM,6,3196.95
454043,3056692,PTM,16,19510.62
454065,2201925,PTM,16,4687.00
454095,2624848,PTM,3,12448.91
454096,2342074,PTM,6,3589.06
454101,2204917,PTM,12,6441.36
454111,2318627,PTM,6,5322.31
454234,2967483,PTM,9,3715.83
454268,2965788,PTM,6,4932.82
454283,2425546,PTM,9,2362.87
454347,3020977,PTM,9,1445.13
454354,2540624,PTM,9,2664.62
454406,2577789,PTM,1,9229.98
454419,2443401,PTM,9,5446.91
454426,2504956,PTM,12,3758.43
454428,2752068,PTM,26,38195.07
454466,2489479,PTM,6,4721.89
454533,2971125,PTM,12,2584.19
454573,2494096,PTM,6,4894.50
454595,2522258,PTM,9,2765.11
454604,2363588,PTM,31,2682.55
454609,2610327,PTM,3,4490.57
454617,3099047,PTM,29,33241.42
454617,3099048,PTM,9,34393.48
454640,2771658,PTM,9,18728.63
454735,2708019,PTM,3,4874.67
454744,2591402,PTM,12,2115.68
454770,2987302,PTM,6,6325.87
454774,2816304,PTM,6,4198.85
454774,2965814,PTM,14,3678.41
454797,3060291,PTM,3,7003.12
454858,2612564,PTM,9,1353.04
454867,2620614,PTM,112,4998.14
454869,2498650,PTM,6,2096.27
454882,2705068,PTM,9,11521.27
455097,2751603,PTM,6,3464.89
455253,2618324,PTM,6,2833.13
455323,2895981,PTM,3,3628.38
455375,3095130,PTM,6,8704.28
455381,3024127,PTM,3,2995.38
455419,3086819,PTM,6,5748.11
455420,2334841,PTM,9,2791.49
455425,2687090,PTM,12,2615.09
455427,2688679,PTM,6,7163.08
455672,2460993,PTM,23,1725.85
455696,2951657,PTM,12,3187.02
455822,2400978,PTM,12,1355.87
455934,2516401,PTM,9,3708.70
456093,2972106,PTM,12,5049.34
456094,2824764,PTM,72,2919.34
456098,2236405,PTM,1,1325.88
456110,3233493,PTM,26,13305.35
456111,2785123,PTM,9,6725.26
456135,2747713,PTM,112,1844.22
456198,2783601,PTM,9,2887.10
456200,2837143,PTM,3,2834.27
456205,2245619,PTM,12,3927.81
456206,2537519,PTM,6,6699.58
456218,2868245,PTM,12,9281.38
456219,2834500,PTM,31,2799.71
456239,2830849,PTM,238,23476.18
456246,2486457,PTM,1,10225.37
456290,2796067,PTM,1058,10511.25
456339,2655068,PTM,9,5664.25
456346,2635948,PTM,3,12439.21
456359,3028557,PTM,118,7490.40
456361,2354353,PTM,9,2054.59
456374,2811191,PTM,6,2040.01
456374,2817758,PTM,6,160.00
456425,2706641,PTM,9,5891.72
456443,2868223,PTM,3,19462.10
456458,3100706,PTM,27,145666.95
456458,3100707,PTM,26,46819.81
456458,3100708,PTM,24,239452.47
456458,3100709,PTM,29,55858.21
456458,3100710,PTM,29,81703.99
456458,3101075,PTM,26,70065.93
456458,3101201,PTM,26,97356.11
456487,2423275,PTM,6,2304.25
456495,2355734,PTM,12,6780.01
456497,3016763,PTM,41,212772.60
456501,2613591,PTM,9,996.16
456510,3122442,PTM,6,2968.19
456523,3121496,PTM,6,4328.24
456523,3122407,PTM,6,2975.15
456535,3121360,PTM,6,1275.27
456536,3132085,PTM,12,2517.74
456539,3125013,PTM,6,4230.14
456549,3126662,PTM,4,9710.37
456580,3128036,PTM,8,4920.83
456580,3128116,PTM,8,2034.12
456582,3128424,PTM,6,1847.35
456604,3130038,PTM,6,7270.07
456606,3128960,PTM,3,2557.94
456611,3130189,PTM,6,11177.17
456612,3130163,PTM,6,4509.96
456617,3130662,PTM,20,3592.95
456619,3130305,PTM,6,5975.16
456627,3130470,PTM,6,5076.89
456629,3130451,PTM,12,2036.17
456656,2521974,PTM,9,1788.37
456673,2717013,PTM,3,28616.36
456673,2989244,PTM,3,44747.44
456703,3125258,PTM,6,2135.29
456706,3125944,PTM,6,2596.25
456711,3130656,PTM,6,4876.90
456714,3125402,PTM,1,5717.69
456720,3143875,PTM,0,2376.95
456723,3126877,PTM,12,435.22
456724,3131687,PTM,12,1360.86
456734,3131511,PTM,9,2662.16
456735,3131534,PTM,9,2729.72
456736,3144252,PTM,4,5933.05
456738,3130406,PTM,12,2495.34
456746,3132358,PTM,6,5847.66
456753,3132575,PTM,11,4828.87
456764,3120055,PTM,6,4770.29
456771,3119940,PTM,12,6436.90
456814,3133721,PTM,6,12912.60
456819,3132733,PTM,6,11755.53
456826,3134587,PTM,12,3708.84
456827,3134569,PTM,6,777.16
456830,3134100,PTM,3,5805.96
456831,3130759,PTM,6,5432.62
456833,3130498,PTM,6,10320.06
456839,3124829,PTM,6,3990.89
456871,3137916,PTM,9,4156.97
456894,3124877,PTM,10,4530.33
456895,3124492,PTM,6,11141.14
456897,3134397,PTM,12,2726.84
456902,3126317,PTM,6,3587.40
456906,3135407,PTM,6,5020.05
456912,3129428,PTM,20,1636.70
456915,3127908,PTM,9,6013.31
456925,3129181,PTM,9,1220.04
456925,3129258,PTM,9,1138.62
456926,3128269,PTM,9,2005.10
456926,3129482,PTM,9,1160.35
456931,3128647,PTM,3,10598.46
456933,3129391,PTM,3,1816.83
456939,3129004,PTM,9,1623.84
456950,3129089,PTM,18,2352.46
456953,3129362,PTM,9,3726.26
456958,3134199,PTM,6,3869.21
456964,3130663,PTM,3,6999.47
456966,3129828,PTM,9,1766.74
456966,3130874,PTM,9,3212.87
457023,2963398,PTM,6,2442.03
457060,2498051,PTM,6,4294.24
457061,2880390,PTM,3,1883.77
457062,2692188,PTM,3,4258.22
457069,2615885,PTM,12,7383.98
457134,2706244,PTM,6,1481.52
457175,2463570,PTM,9,3506.25
457180,2491406,PTM,9,3238.64
457214,2715595,PTM,9,8431.41
457215,3238289,PTM,121,12240109.59
457237,2505453,PTM,6,7071.63
457274,3064218,PTM,9,9671.56
457285,2638627,PTM,1,883.92
457288,2700915,PTM,12,5671.82
457291,2796190,PTM,9,8006.79
457301,2588881,PTM,6,4799.59
457338,2367753,PTM,1,7454.93
457493,2879003,PTM,46,3758.45
457495,2539057,PTM,6,3341.17
457512,2665541,PTM,3,11947.73
457569,2530796,PTM,6,4241.53
457573,2304203,PTM,3,3174.56
457591,2969608,PTM,6,11445.00
457607,2531377,PTM,6,2903.36
457634,2885239,PTM,9,11930.51
457655,2602638,PTM,9,10308.12
457755,2811179,PTM,12,11601.88
457767,2807657,PTM,6,2380.01
457807,3040215,PTM,9,5187.39
457868,3100363,PTM,12,8612.83
457941,3057938,PTM,9,2125.93
457966,2599038,PTM,9,3220.68
457982,3229614,PTM,1,18823.11
457995,2537521,PTM,12,1666.92
457999,2344299,PTM,307,2225.56
458134,2886165,PTM,9,6520.69
458149,3049888,PTM,12,6408.74
458286,3004321,PTM,241,10361.63
458289,2454613,PTM,6,4249.48
458305,2626159,PTM,5,39632.45
458309,2894171,PTM,6,13878.61
458361,2535587,PTM,12,2332.51
458406,2991134,PTM,12,10183.18
458408,2411766,PTM,34,4377.87
458430,2880960,PTM,11,4379.64
458432,2725086,PTM,304,7370.23
458501,2768612,PTM,12,3262.95
458505,3024724,PTM,3,4890.22
458515,3034100,PTM,3,2461.36
458517,2380540,PTM,12,1002.25
458556,3004006,PTM,94,5258.83
458560,1888745,PTM,12,1872.55
458712,2498036,PTM,3,5692.94
458884,2984074,PTM,9,2623.69
458888,2883418,PTM,9,4702.32
458915,2750130,PTM,12,9479.38
458926,2614682,PTM,12,1980.70
458981,2728704,PTM,9,2276.17
459032,2681552,PTM,307,2502.28
459045,2738375,PTM,9,6999.14
459051,2715569,PTM,6,7736.41
459052,3009408,PTM,6,6695.59
459062,3008869,PTM,6,93922.48
459090,2587953,PTM,9,2485.66
459119,2750195,PTM,26,10046.93
459124,2719098,PTM,3,4496.51
459129,3026234,PTM,6,17803.59
459130,2532099,PTM,9,7097.10
459131,3094206,PTM,6,14560.81
459156,2087606,PTM,9,2913.87
459159,2744527,PTM,9,1152.64
459166,2994380,PTM,1,4929.05
459189,2537164,PTM,6,4331.14
459194,2441130,PTM,6,10684.93
459196,2724827,PTM,6,2514.85
459205,2618101,PTM,6,8491.58
459208,2437338,PTM,9,7644.72
459210,2289339,PTM,9,7314.33
459213,2790720,PTM,6,13043.88
459217,2930880,PTM,6,21832.05
459218,2999534,PTM,6,11501.50
459225,2820340,PTM,6,6704.34
459247,2661146,PTM,16,23241.02
459275,2807703,PTM,180,1000.45
459289,2649302,PTM,136,10137.96
459290,3048405,PTM,12,12501.94
459295,2656607,PTM,9,1256.03
459296,2631185,PTM,115,4956.63
459320,2354598,PTM,6,1776.41
459329,2802554,PTM,1,4482.88
459348,2762559,PTM,3,977.03
459349,2670790,PTM,3,1810.97
459371,2981778,PTM,12,58036.71
459410,2916263,PTM,6,1666.93
459454,3230214,PTM,6,11769.93
459460,2756055,PTM,3,11568.00
459472,2691372,PTM,12,16659.57
459503,2998511,PTM,3,5456.04
459508,3232554,PTM,6,6645.07
459553,2687912,PTM,12,2356.69
459559,2592355,PTM,6,3776.21
459583,2890906,PTM,9,2585.65
459588,3228695,PTM,20,515821.92
459599,2785124,PTM,9,6163.83
459606,2894850,PTM,1,4051.33
459631,2661343,PTM,9,14580.68
459633,2691080,PTM,12,8752.54
459651,2723715,PTM,3,8543.37
459653,2494860,PTM,6,2845.67
459673,2958484,PTM,6,3272.55
459680,2340964,PTM,5,1788.37
459699,2713572,PTM,6,8561.48
459724,3068565,PTM,6,6464.88
459767,2772757,PTM,23,4187.30
459773,3082368,PTM,12,2671.60
459784,3016174,PTM,12,45689.75
459796,2995714,PTM,12,4607.63
459839,2425766,PTM,12,4765.20
459898,2425735,PTM,6,2004.50
459938,2901478,PTM,3,4617.83
460032,2895319,PTM,6,2118.93
460051,2283869,PTM,9,5230.98
460057,2209856,PTM,51,3005.97
460057,2539773,PTM,9,1215.11
460241,3035197,PTM,3,3487.89
460260,2626305,PTM,6,3913.12
460278,2426867,PTM,6,3225.96
460296,2536821,PTM,1,2642.75
460318,3057398,PTM,200,8493.76
460339,2104393,PTM,12,2494.95
460365,3089573,PTM,6,32552.83
460365,3089574,PTM,1,33500.00
460365,3089575,PTM,9,31233.80
460365,3089576,PTM,6,33443.33
460365,3089577,PTM,9,31410.04
460365,3091282,PTM,11,40022.08
460365,3091283,PTM,8,42538.18
460491,2535534,PTM,12,9330.06
460492,2941515,PTM,12,14667.68
460512,2722632,PTM,12,2116.31
460516,2711140,PTM,12,2502.28
460516,3023249,PTM,10,5055.50
460564,2618706,PTM,6,5832.27
460568,3231608,PTM,3,3193.90
460589,2624799,PTM,3,6268.02
460594,2219732,PTM,1,5713.54
460616,3022345,PTM,6,11421.94
460625,2950594,PTM,6,3319.83
460630,3121270,PTM,2,5290.44
460632,3096409,PTM,1,15704.60
460671,2844053,PTM,12,11268.45
460707,3003340,PTM,9,9328.32
460709,2867378,PTM,304,9480.77
460713,2906644,PTM,12,11629.47
460730,2075003,PTM,9,3435.39
460731,3230821,PTM,6,4437.20
460732,2790660,PTM,6,5533.05
460739,2698885,PTM,23,2652.06
460739,2999012,PTM,16,1610.25
460748,2790509,PTM,6,3913.16
460792,2399927,PTM,1,8771.82
460800,2662897,PTM,3,7568.58
460800,2765073,PTM,12,3197.12
460812,2817736,PTM,6,13376.19
460872,3098083,PTM,6,9261.73
460875,2813000,PTM,12,7889.85
460877,3043521,PTM,6,2535.97
460887,3100389,PTM,6,10545.65
460890,2724893,PTM,6,17479.79
460910,2609353,PTM,6,3869.49
460936,3098818,PTM,6,10888.52
460940,3228948,PTM,12,11530.99
460943,2718092,PTM,69,9847.36
460961,3228983,PTM,2,398896.62
461028,2535174,PTM,12,2108.13
461029,2463132,PTM,6,2598.69
461046,2729113,PTM,133,11769.38
461081,3231739,PTM,6,16089.77
461106,3012520,PTM,6,3883.11
461135,2705198,PTM,112,2389.55
461149,2868121,PTM,6,2845.90
461158,2771437,PTM,3,6638.41
461207,3017594,PTM,1,7417.90
461219,2909220,PTM,413,2365.94
461228,2408185,PTM,6,3599.69
461234,2579237,PTM,3,1545.93
461234,2916157,PTM,6,8121.11
461242,3233779,PTM,13,31841.29
461243,2741409,PTM,1,6867.93
461265,3119963,PTM,6,1683.80
461266,2015451,PTM,1,2537.15
461293,2323143,PTM,275,3690.81
461325,2745627,PTM,26,1382.55
461331,2990263,PTM,12,12766.03
461341,3060320,PTM,3,7003.12
461342,2657360,PTM,6,3318.13
461369,3101181,PTM,6,7801.31
461372,3233485,PTM,1,18711.00
461384,2669522,PTM,3,3627.47
461389,2517746,PTM,46,2004.50
461391,2945464,PTM,9,4137.89
461397,2965797,PTM,410,6217.09
461411,2795057,PTM,12,3260.97
461565,2906504,PTM,1,4231.81
461566,2639489,PTM,6,4645.38
461567,2126776,PTM,12,2477.78
461567,2620052,PTM,12,1382.55
461570,3232527,PTM,23,22340.63
461573,2809811,PTM,6,4724.17
461603,2612712,PTM,1,1907.51
461678,2781431,PTM,90,4674.93
461683,2787825,PTM,9,5773.49
461688,2643790,PTM,6,6626.65
461708,2630412,PTM,14,4441.03
461713,2892250,PTM,12,44776.55
461770,2590914,PTM,6,2147.12
461784,2975559,PTM,3,3393.24
461790,2520939,PTM,6,3430.27
461805,2765731,PTM,781,2133.72
461805,2970542,PTM,12,3428.16
461825,2452741,PTM,304,7365.52
461848,2886302,PTM,115,7926.94
461853,2499604,PTM,18,7269.79
461858,2320006,PTM,630,1722.71
461861,2607278,PTM,9,3047.22
461894,2934077,PTM,9,3403.62
461912,3003382,PTM,6,9361.91
461927,2962811,PTM,6,2519.90
461954,2764234,PTM,1,3328.26
461964,2201402,PTM,6,3838.56
461980,2366261,PTM,6,1959.31
461988,2367782,PTM,6,2124.85
462003,3066528,PTM,9,6016.76
462004,2640955,PTM,9,5598.03
462023,2732811,PTM,12,2913.30
462053,2974075,PTM,6,7529.04
462109,2661202,PTM,6,3414.25
462110,2834782,PTM,133,11318.41
462134,2908642,PTM,6,13959.69
462146,3024095,PTM,6,11286.58
462147,2582444,PTM,1,54815.42
462147,2610873,PTM,1,44297.81
462230,2725347,PTM,12,5046.26
462231,2947641,PTM,16,2521.19
462233,2215527,PTM,9,1150.57
462241,2726595,PTM,9,2437.34
462242,2483533,PTM,6,4125.32
462274,2835922,PTM,6,128431.85
462279,2202745,PTM,6,2209.80
462284,2587827,PTM,6,6317.31
462284,2914108,PTM,3,3822.52
462332,2741385,PTM,1,11395.19
462338,3035448,PTM,6,6429.04
462359,2648144,PTM,12,3635.22
462366,2751287,PTM,3,3097.98
462382,2839181,PTM,1,1384.71
462383,3095642,PTM,1,4601.83
462649,1657854,PTM,9,4103.31
462686,2878145,PTM,200,9909.51
462796,2920119,PTM,12,2465.71
462912,2993800,PTM,3,1198.15
463022,2435404,PTM,9,4785.42
463069,2467793,PTM,3,4028.06
463104,2768485,PTM,6,3892.42
463105,2876466,PTM,12,6629.56
463120,2637568,PTM,3,44965.10
463141,2187254,PTM,6,2560.02
463151,2792458,PTM,12,6088.41
