cta_per,cta_id,(No column name),(No column name),total
787827,3118930,PTM,6,3556.46
787829,3123142,PTM,9,2024.44
787830,3132717,PTM,9,2439.53
787831,3133349,PTM,6,3339.55
787832,3123592,PTM,26,4879.56
787833,3121900,PTM,9,2529.05
787834,3130484,PTM,6,6641.30
787834,3130654,PTM,6,6636.69
787835,3130875,PTM,2,5715.50
787836,3130116,PTM,9,1639.02
787837,3144425,PTM,8,5096.99
787840,3125745,PTM,9,9816.88
787841,3124959,PTM,6,3398.30
787843,3126066,PTM,12,5525.73
787844,3125492,PTM,6,4006.34
787845,3135294,PTM,6,3281.49
787846,3134538,PTM,12,8718.67
787847,3118142,PTM,6,1546.63
787848,3117971,PTM,3,5677.80
787849,3118535,PTM,6,3934.85
787850,3123146,PTM,9,3661.08
787852,3132869,PTM,12,10873.89
787853,3133291,PTM,12,4198.06
787854,3120386,PTM,17,3178.69
787855,3143196,PTM,6,2487.25
787857,3123098,PTM,31,5769.83
787858,3127072,PTM,6,5582.42
787859,3137623,PTM,12,9469.78
787860,3119057,PTM,6,2989.09
787861,3119588,PTM,6,383.65
787862,3119474,PTM,6,4020.97
787863,3141905,PTM,9,1621.40
787864,3145489,PTM,13,2356.19
787865,3123128,PTM,12,1511.12
787866,3126574,PTM,6,1927.72
787867,3127269,PTM,9,1868.08
787869,3120426,PTM,3,3640.68
787870,3118398,PTM,3,2449.11
787871,3119020,PTM,6,4570.96
787872,3128359,PTM,31,3140.00
787874,3143274,PTM,6,5210.23
787875,3127792,PTM,12,3386.40
787876,3119269,PTM,6,4044.44
787877,3124066,PTM,9,3113.93
787878,3135561,PTM,9,2211.19
787879,3121034,PTM,9,5246.35
787880,3131704,PTM,9,1771.07
787881,3118316,PTM,6,1980.32
787882,3120799,PTM,13,5992.80
787883,3119852,PTM,6,3553.10
787884,3140180,PTM,12,2882.14
787885,3139741,PTM,9,1465.18
787886,3139788,PTM,9,2279.93
787886,3140002,PTM,9,4436.33
787887,3140761,PTM,9,5734.33
787888,3139780,PTM,12,1429.96
787889,3133156,PTM,14,3928.85
787890,3145845,PTM,2,6799.94
787891,3129033,PTM,12,2686.52
787893,3136471,PTM,12,1284.24
787894,3129829,PTM,6,5470.10
787896,3118065,PTM,6,2381.11
787897,3134052,PTM,23,4966.32
787898,3119333,PTM,11,2119.80
787899,3133997,PTM,5,4385.84
787901,3121690,PTM,9,4357.75
787901,3121952,PTM,31,4930.44
787902,3132945,PTM,9,1711.69
787904,3122730,PTM,6,2748.49
787905,3143194,PTM,6,2816.90
787906,3132012,PTM,16,3881.41
787907,3122871,PTM,6,2343.64
787908,3122182,PTM,6,2655.46
787909,3134944,PTM,12,3766.47
787910,3125283,PTM,6,1626.76
787911,3141899,PTM,12,2257.61
787912,3133428,PTM,31,5397.80
787912,3134493,PTM,9,2746.94
787913,3127166,PTM,6,1094.74
787914,3127845,PTM,9,2999.03
787915,3138269,PTM,9,1516.89
787916,3119108,PTM,18,2992.11
787917,3138882,PTM,31,5861.02
787918,3138747,PTM,6,1536.90
787919,3121400,PTM,9,3964.18
787919,3122490,PTM,9,5602.87
787922,3119168,PTM,6,2975.11
787923,3144426,PTM,6,3125.33
787924,3123704,PTM,6,1780.48
787925,3138659,PTM,9,4234.08
787926,3118245,PTM,3,2645.27
787927,3128412,PTM,9,1215.59
787928,3134070,PTM,26,6809.80
787931,3127240,PTM,26,2888.88
787933,3138664,PTM,9,429.06
787935,3133085,PTM,9,3469.61
787936,3138779,PTM,6,4022.93
787937,3143294,PTM,16,1753.35
787938,3134781,PTM,12,4036.80
787939,3127991,PTM,6,1696.60
787940,3229675,PTM,27,2326.98
787941,3127612,PTM,16,1811.04
787942,3134584,PTM,31,965.30
787943,3139752,PTM,12,3612.10
787944,3117757,PTM,6,1746.60
787946,3139048,PTM,9,4061.50
787947,3139064,PTM,6,1642.42
787948,3139710,PTM,9,3414.10
787949,3139785,PTM,6,3519.00
787950,3140360,PTM,9,3672.08
787952,3144952,PTM,13,3916.92
787953,3128002,PTM,3,2401.61
787954,3133472,PTM,6,4188.09
787956,3133816,PTM,12,1918.39
787957,3122056,PTM,6,1101.99
787958,3123940,PTM,34,1854.52
787959,3123753,PTM,9,4900.29
787960,3130624,PTM,3,4598.86
787961,3131552,PTM,6,4549.48
787962,3124092,PTM,6,2825.55
787964,3134970,PTM,31,6455.91
787965,3144541,PTM,0,3889.33
787966,3143268,PTM,12,1521.80
787967,3121100,PTM,3,2359.36
787968,3131540,PTM,9,2691.41
787969,3117535,PTM,9,4849.17
787971,3130172,PTM,9,4582.52
787972,3128981,PTM,3,3004.31
787973,3127391,PTM,34,2066.20
787974,3127348,PTM,6,2663.52
787975,3119186,PTM,6,3109.28
787976,3126782,PTM,9,6923.26
787977,3145238,PTM,6,2869.29
787978,3131080,PTM,9,3006.75
787979,3128458,PTM,8,3629.15
787980,3137827,PTM,12,2757.67
787981,3132313,PTM,12,3563.28
787982,3132147,PTM,9,8711.48
787983,3121550,PTM,6,4301.24
787985,3122667,PTM,9,1190.42
787988,3131906,PTM,6,5197.25
787989,3123830,PTM,8,3600.63
787990,3119702,PTM,6,4213.74
787992,3139187,PTM,6,6017.77
787993,3137977,PTM,12,3173.31
787995,3125552,PTM,6,1966.87
787998,3134585,PTM,9,7981.94
787999,3141927,PTM,6,2044.42
788000,3128062,PTM,6,3508.16
788001,3119690,PTM,6,1083.47
788002,3126980,PTM,16,1496.33
788003,3119921,PTM,6,2672.18
788005,3128645,PTM,3,2547.84
788006,3124662,PTM,6,1089.85
788007,3143904,PTM,13,4105.63
788009,3122138,PTM,12,2259.92
788011,3133226,PTM,6,2114.13
788012,3127532,PTM,6,805.64
788015,3138949,PTM,12,1877.37
788016,3129081,PTM,6,2412.09
788018,3144582,PTM,2,4204.27
788020,3129368,PTM,6,6517.05
788021,3140011,PTM,6,2709.82
788022,3139322,PTM,6,2976.05
788023,3142154,PTM,14,1728.78
788026,3136947,PTM,6,1878.94
788027,3118060,PTM,3,2165.46
788028,3135009,PTM,6,1775.53
788029,3136599,PTM,6,4204.70
788030,3137785,PTM,9,1723.12
788031,3144245,PTM,9,2688.23
788032,3145095,PTM,1,1863.51
788033,3122088,PTM,9,3369.11
788034,3133058,PTM,25,12631.74
788035,3140295,PTM,12,3557.39
788036,3130833,PTM,3,6403.48
788036,3131648,PTM,3,3586.17
788037,3119089,PTM,12,905.08
788038,3145832,PTM,13,2981.32
788039,3131651,PTM,9,2913.61
788040,3132140,PTM,4,4398.56
788042,3122605,PTM,6,1166.47
788043,3133409,PTM,11,7439.55
788044,3133312,PTM,6,3418.82
788045,3123171,PTM,6,6879.43
788046,3123512,PTM,9,6680.82
788047,3142954,PTM,11,6682.75
788048,3132470,PTM,31,2498.84
788049,3122553,PTM,9,3174.85
788050,3119175,PTM,2,4994.96
788051,3137673,PTM,9,1202.00
788052,3137221,PTM,9,3608.94
788053,3144057,PTM,13,1721.91
788054,3125349,PTM,16,1683.08
788055,3130535,PTM,12,1483.36
788056,3144014,PTM,6,3860.67
788057,3125550,PTM,9,3161.62
788058,3136772,PTM,9,5521.98
788059,3136980,PTM,16,1343.67
788060,3128483,PTM,9,1148.37
788062,3127502,PTM,3,4898.67
788063,3137462,PTM,6,3107.60
788064,3138830,PTM,11,5935.90
788064,3139402,PTM,11,5487.35
788066,3126104,PTM,1,5464.23
788067,3130839,PTM,12,2867.57
788068,3127351,PTM,6,4561.74
788069,3131939,PTM,6,1316.42
788069,3132314,PTM,6,2504.86
788070,3143343,PTM,50,5144.82
788071,3130670,PTM,12,3557.47
788072,3144553,PTM,10,3457.20
788073,3127037,PTM,12,1471.97
788074,3129190,PTM,6,4893.87
788075,3129606,PTM,9,3164.92
788076,3140779,PTM,6,5639.65
788077,3140103,PTM,9,2731.17
788079,3119976,PTM,6,3403.34
788081,3128032,PTM,11,1368.49
788082,3145831,PTM,6,3118.27
788083,3139214,PTM,12,1347.79
788084,3124075,PTM,6,2707.14
788085,3127081,PTM,6,5657.74
788086,3125966,PTM,6,2665.02
788087,3125145,PTM,6,3665.45
788088,3144602,PTM,11,3950.00
788089,3122287,PTM,6,3180.58
788090,3118221,PTM,10,6752.27
788091,3133456,PTM,6,6114.09
788092,3144071,PTM,10,1772.10
788093,3136293,PTM,4,5866.69
788094,3144891,PTM,7,1570.54
788095,3144356,PTM,8,4224.47
788097,3143290,PTM,12,3304.95
788097,3143384,PTM,12,3196.27
788098,3122189,PTM,2,5127.50
788099,3133191,PTM,8,2455.43
788100,3133173,PTM,10,3885.37
788101,3122512,PTM,29,1281.06
788102,3121701,PTM,6,3644.33
788103,3132857,PTM,15,5425.36
788103,3133137,PTM,5,3523.64
788105,3127743,PTM,6,5083.63
788107,3143587,PTM,13,4841.08
788108,3126250,PTM,6,5124.62
788109,3127963,PTM,26,2739.53
788110,3128195,PTM,9,1501.32
788111,3131255,PTM,6,3985.06
788116,3119364,PTM,4,3082.23
788117,3120327,PTM,9,1140.30
788119,3119218,PTM,26,4729.31
788120,3122355,PTM,26,1443.20
788121,3137343,PTM,16,1867.67
788122,3137644,PTM,6,4442.25
788123,3135792,PTM,16,1932.59
788124,3133271,PTM,6,2885.77
788125,3144113,PTM,6,1834.23
788126,3120466,PTM,9,9552.75
788127,3119885,PTM,6,1738.96
788128,3124542,PTM,9,1684.21
788129,3145567,PTM,31,2756.81
788130,3144930,PTM,6,3983.30
788131,3129972,PTM,6,836.28
788133,3122641,PTM,9,3652.17
788134,3122002,PTM,9,2278.07
788135,3118223,PTM,26,2556.77
788135,3119166,PTM,12,2082.34
788137,3133130,PTM,6,2106.26
788137,3133437,PTM,6,1983.41
788138,3133952,PTM,4,1875.44
788139,3123746,PTM,6,2180.65
788140,3143752,PTM,6,1896.46
788141,3123163,PTM,9,4097.24
788142,3121282,PTM,12,4074.10
788143,3127410,PTM,4,9186.75
788145,3134336,PTM,9,1489.78
788146,3127294,PTM,9,2184.56
788147,3145239,PTM,6,5320.37
788148,3136670,PTM,3,12549.99
788149,3134971,PTM,9,1967.55
788149,3135565,PTM,9,2624.02
788150,3131631,PTM,6,3649.56
788152,3143726,PTM,10,901.08
788153,3119012,PTM,9,2273.19
788154,3125545,PTM,9,4156.42
788155,3124870,PTM,9,6064.80
788156,3122363,PTM,6,4938.66
788157,3127735,PTM,6,6663.76
788158,3144733,PTM,6,5875.35
788159,3122473,PTM,12,6060.95
788160,3139966,PTM,3,641.17
788161,3140752,PTM,6,4945.94
788162,3128972,PTM,12,753.24
788162,3129633,PTM,12,1275.62
788163,3137100,PTM,12,1745.51
788164,3144991,PTM,2,2092.69
788165,3138448,PTM,12,435.98
788166,3131978,PTM,6,2383.44
788167,3119139,PTM,3,8170.69
788168,3142059,PTM,12,955.99
788169,3144906,PTM,13,7111.49
788170,3144882,PTM,10,4804.26
788172,3143013,PTM,2,4422.25
788173,3123516,PTM,9,2323.64
788174,3132787,PTM,12,1489.36
788175,3132271,PTM,9,2470.80
788176,3131795,PTM,12,1530.84
788177,3120092,PTM,6,10075.98
788183,3127470,PTM,20,1868.04
788183,3127555,PTM,5,1523.67
788184,3118260,PTM,12,1709.13
788185,3117300,PTM,6,5059.53
788186,3144623,PTM,6,1646.25
788187,3118405,PTM,6,3348.22
788188,3130769,PTM,37,7154.36
788189,3129305,PTM,6,3152.11
788190,3128858,PTM,6,1891.10
788191,3134591,PTM,0,4803.11
788192,3128697,PTM,6,3226.04
788193,3136540,PTM,10,2532.84
788194,3135502,PTM,6,2317.15
788195,3138616,PTM,10,7243.70
788196,3129586,PTM,6,5844.40
788197,3137276,PTM,12,1351.87
788198,3136715,PTM,12,3765.85
788200,3145165,PTM,10,3289.18
788202,3127185,PTM,5,1102.32
788203,3131828,PTM,12,3196.88
788204,3138988,PTM,6,13092.89
788205,3142360,PTM,12,4078.13
788206,3131709,PTM,6,4347.21
788211,3122300,PTM,6,6914.00
788212,3121342,PTM,9,7777.65
788214,3133355,PTM,9,3792.69
788215,3133621,PTM,14,3305.47
788217,3133256,PTM,12,4666.53
788218,3118169,PTM,13,1523.20
788219,3140219,PTM,6,7184.26
788220,3133535,PTM,6,7496.67
788221,3144846,PTM,10,1701.76
788222,3138649,PTM,9,6641.28
788223,3126029,PTM,4,6323.72
788224,3145315,PTM,6,3897.35
788226,3131063,PTM,11,1406.26
788227,3138734,PTM,16,1442.82
788228,3143638,PTM,6,3945.87
788230,3136373,PTM,10,3040.29
788231,3133103,PTM,9,4453.23
788232,3133801,PTM,6,1483.15
788234,3143905,PTM,15,3281.04
788235,3120630,PTM,16,2244.02
788236,3145700,PTM,6,729.37
788237,3127147,PTM,6,2581.77
788238,3144983,PTM,16,630.51
788239,3142483,PTM,6,1017.05
788241,3131143,PTM,7,1762.91
788242,3132975,PTM,6,6759.36
788243,3125004,PTM,4,1356.95
788244,3142426,PTM,9,4277.55
788245,3141929,PTM,16,1332.09
788246,3141895,PTM,6,5212.76
788248,3136533,PTM,6,2158.24
788250,3118796,PTM,12,4885.87
788251,3136124,PTM,11,4742.69
788252,3129932,PTM,12,2538.86
788253,3120653,PTM,12,2706.44
788254,3131539,PTM,13,2627.23
788258,3141797,PTM,6,3423.74
788260,3124274,PTM,6,5116.52
788260,3124597,PTM,6,8809.99
788261,3123639,PTM,6,5502.10
788262,3123972,PTM,9,2230.29
788263,3120809,PTM,3,3123.58
788264,3145217,PTM,6,4022.70
788265,3123634,PTM,16,2161.36
788266,3128151,PTM,6,3956.85
788267,3143550,PTM,6,6428.48
788268,3121602,PTM,12,2106.54
788268,3122985,PTM,12,1200.27
788269,3143040,PTM,12,1988.11
788271,3132531,PTM,3,5779.41
788273,3131636,PTM,12,1885.00
788273,3135576,PTM,14,1687.41
788275,3125460,PTM,10,4812.04
788276,3124594,PTM,9,1522.40
788277,3128190,PTM,9,2968.30
788278,3123893,PTM,6,4226.50
788279,3129959,PTM,6,2406.28
788280,3129578,PTM,6,1133.64
788280,3129888,PTM,6,2573.22
788281,3143361,PTM,6,3266.97
788282,3140038,PTM,6,4136.83
788283,3140387,PTM,6,1289.46
788284,3140121,PTM,26,5803.04
788285,3140068,PTM,6,5558.69
788286,3140800,PTM,9,1389.40
788287,3140720,PTM,6,1805.39
788288,3131457,PTM,10,4350.31
788289,3144632,PTM,13,2230.81
788290,3119072,PTM,12,1154.65
788291,3128094,PTM,6,3205.96
788292,3137304,PTM,6,3606.87
788293,3136655,PTM,6,2705.27
788294,3134169,PTM,9,2976.68
788295,3125787,PTM,6,2671.57
788296,3124911,PTM,10,5691.80
788297,3125989,PTM,6,7181.60
788298,3124741,PTM,6,3579.24
788299,3119418,PTM,6,3759.17
788300,3124020,PTM,9,1836.19
788301,3134785,PTM,6,6416.89
788304,3118704,PTM,23,3320.77
788305,3124452,PTM,14,2285.00
788306,3130885,PTM,16,2212.30
788307,3130720,PTM,9,2501.02
788308,3128871,PTM,15,3230.39
788309,3144613,PTM,73,3391.81
788310,3117806,PTM,12,1809.40
788313,3117320,PTM,12,7385.75
788315,3130747,PTM,6,3000.35
788317,3117373,PTM,12,2022.25
788318,3122466,PTM,9,2429.97
788319,3138299,PTM,6,3951.85
788321,3131951,PTM,6,5455.29
788321,3132304,PTM,6,6145.01
788322,3127513,PTM,12,5626.91
788323,3128400,PTM,9,979.68
788325,3145355,PTM,24,3361.05
788326,3142433,PTM,9,5410.66
788327,3144504,PTM,13,1543.51
788328,3145788,PTM,10,4402.18
788329,3145318,PTM,7,5837.45
788330,3140318,PTM,9,1205.46
788331,3140053,PTM,17,3420.59
788334,3141672,PTM,9,2548.81
788335,3132829,PTM,6,2606.89
788336,3142776,PTM,6,2603.46
788337,3140366,PTM,3,1652.85
788338,3131702,PTM,16,1219.00
788340,3123498,PTM,16,1411.08
788341,3131245,PTM,7,697.09
788341,3131573,PTM,7,6095.63
788342,3130985,PTM,12,1388.36
788344,3121863,PTM,4,5284.27
788345,3144346,PTM,6,5916.46
788346,3120226,PTM,6,6180.94
788347,3142216,PTM,6,1817.13
788349,3129271,PTM,9,5819.86
788351,3130750,PTM,12,1818.93
788352,3125098,PTM,16,968.09
788353,3144369,PTM,10,2647.26
788354,3125397,PTM,6,3081.03
788355,3131492,PTM,3,3322.94
788356,3137767,PTM,1,2655.80
788357,3144641,PTM,6,4066.16
788358,3130749,PTM,3,5429.33
788359,3134758,PTM,16,4238.82
788361,3134592,PTM,6,5317.38
788362,3125516,PTM,9,704.29
788363,3145687,PTM,9,2312.67
788364,3123854,PTM,6,11738.93
788365,3123708,PTM,6,1371.10
788366,3140806,PTM,12,5771.35
788367,3119649,PTM,12,5025.43
788368,3127927,PTM,16,3636.69
788368,3128538,PTM,16,1738.30
788369,3128164,PTM,12,2225.08
788370,3128447,PTM,9,1940.56
788371,3128472,PTM,9,1076.17
788373,3127713,PTM,10,2068.63
788374,3131755,PTM,6,1798.68
788375,3127922,PTM,12,2089.30
788375,3127984,PTM,12,1333.76
788376,3128098,PTM,12,2632.96
788377,3134699,PTM,4,4225.45
788382,3121330,PTM,6,2712.53
788383,3141250,PTM,9,2557.18
788385,3130362,PTM,9,2133.67
788386,3131641,PTM,3,1110.64
788387,3137342,PTM,12,3371.57
788388,3139119,PTM,9,2097.62
788389,3127608,PTM,6,3689.80
788391,3134176,PTM,9,6048.87
788392,3131277,PTM,2,3680.22
788393,3118270,PTM,12,4274.71
788395,3135220,PTM,16,4127.32
788397,3130313,PTM,6,3299.56
788398,3125671,PTM,16,2816.29
788399,3127020,PTM,9,1763.18
788400,3144940,PTM,13,9232.05
788401,3125393,PTM,11,2902.09
788402,3123726,PTM,9,13750.46
788405,3143715,PTM,31,7338.76
788406,3120318,PTM,16,3703.69
788407,3130177,PTM,3,4296.76
788408,3130447,PTM,6,8522.45
788409,3140305,PTM,6,4989.13
788410,3119606,PTM,9,4606.71
788411,3126152,PTM,32,1583.09
788412,3137557,PTM,26,2634.61
788413,3133938,PTM,16,1194.25
788414,3143551,PTM,6,4999.14
788415,3123777,PTM,6,3928.33
788416,3144517,PTM,10,1978.17
788417,3132446,PTM,6,6367.33
788418,3132100,PTM,16,1310.48
788419,3123185,PTM,12,5941.74
788420,3122646,PTM,16,3266.50
788422,3140215,PTM,20,760.97
788423,3144615,PTM,6,4344.19
788425,3140307,PTM,12,6066.85
788426,3132881,PTM,26,3933.50
788427,3132738,PTM,16,3703.14
788428,3132876,PTM,7,2733.83
788429,3122228,PTM,12,4487.65
788430,3144479,PTM,3,3935.03
788433,3143684,PTM,6,4175.73
788434,3143197,PTM,6,2263.65
788437,3125308,PTM,26,2237.68
788438,3136248,PTM,9,3780.55
788438,3136371,PTM,9,3889.59
788439,3136448,PTM,8,2696.26
788440,3135779,PTM,4,6345.78
788441,3123695,PTM,9,7156.75
788443,3117571,PTM,16,5201.91
788444,3118370,PTM,6,1959.10
788445,3117956,PTM,12,1851.20
788446,3143845,PTM,9,6650.56
788447,3125089,PTM,16,2676.93
788448,3131706,PTM,5,892.07
788449,3144650,PTM,0,1576.57
788450,3127120,PTM,11,4603.29
788452,3145310,PTM,7,4087.50
788453,3118994,PTM,6,3404.14
788454,3120854,PTM,6,6613.16
788455,3120677,PTM,6,5145.01
788456,3138735,PTM,6,926.87
788457,3130599,PTM,9,3103.61
788458,3131218,PTM,9,726.01
788459,3131741,PTM,9,2146.31
788460,3129049,PTM,20,374.22
788461,3137068,PTM,9,2926.82
788462,3139820,PTM,7,1818.48
788463,3139215,PTM,9,5039.94
788463,3139373,PTM,9,5648.50
788464,3120545,PTM,9,1980.71
788465,3118166,PTM,3,3155.34
788466,3120019,PTM,12,1008.39
788467,3144936,PTM,10,4179.65
788468,3126873,PTM,10,905.79
788469,3125591,PTM,6,2613.67
788470,3125435,PTM,6,4259.18
788471,3139394,PTM,6,8630.61
788472,3131313,PTM,6,2709.12
788473,3124495,PTM,13,2954.74
788477,3135475,PTM,6,1761.84
788478,3130254,PTM,9,5231.59
788480,3120744,PTM,6,4417.08
788481,3122175,PTM,12,4571.27
788482,3133255,PTM,7,3724.33
788484,3133077,PTM,9,1602.40
788485,3132508,PTM,12,4996.73
788486,3118346,PTM,26,4886.12
788487,3121746,PTM,9,6294.13
788488,3121088,PTM,6,1043.91
788489,3122167,PTM,9,1293.15
788490,3122265,PTM,6,2749.19
788491,3121443,PTM,9,4429.96
788492,3123919,PTM,2,7445.99
788493,3142771,PTM,6,942.84
788495,3125847,PTM,6,6811.42
788496,3144769,PTM,6,2798.39
788497,3120521,PTM,14,3978.48
788498,3126493,PTM,9,4859.91
788499,3127301,PTM,6,3244.41
788500,3127322,PTM,8,4778.28
788501,3143449,PTM,10,2331.35
788502,3127056,PTM,5,5690.63
788503,3127705,PTM,6,1761.02
788504,3130661,PTM,18,2446.04
788505,3127589,PTM,6,2599.84
788506,3117493,PTM,3,3315.12
788508,3118528,PTM,3,5806.14
788509,3118684,PTM,6,1368.03
788510,3125689,PTM,6,2629.29
788511,3131672,PTM,6,5625.16
788512,3138022,PTM,12,5133.57
788513,3138658,PTM,6,4348.44
788514,3137942,PTM,9,6930.44
788515,3145423,PTM,12,2167.30
788516,3127677,PTM,3,6806.33
788517,3138324,PTM,9,2440.75
788518,3145027,PTM,6,3230.86
788520,3136230,PTM,6,5068.09
788523,3122095,PTM,9,2058.01
788524,3143592,PTM,16,9271.22
788525,3135690,PTM,6,3079.08
788526,3119453,PTM,6,10018.03
788526,3119529,PTM,6,3863.04
788527,3123251,PTM,6,4381.79
788528,3133969,PTM,6,2519.42
788529,3137331,PTM,12,3436.27
788530,3137438,PTM,9,2164.11
788532,3138320,PTM,9,1068.23
788533,3123267,PTM,6,5146.48
788534,3138212,PTM,9,4844.57
788535,3128823,PTM,6,3120.38
788536,3128883,PTM,6,7897.82
788537,3143400,PTM,9,1967.46
788539,3142118,PTM,6,2061.96
788540,3126631,PTM,4,3362.61
788541,3120236,PTM,6,2808.79
788542,3143429,PTM,12,1354.38
788543,3136691,PTM,6,4709.92
788544,3128045,PTM,34,3293.90
788545,3128493,PTM,16,1066.37
788546,3144737,PTM,6,2603.53
788547,3118948,PTM,6,3248.92
788548,3145756,PTM,27,1908.82
788549,3129518,PTM,16,1916.01
788550,3133541,PTM,12,2247.27
788551,3127596,PTM,4,4397.36
788552,3144281,PTM,6,4174.62
788553,3127829,PTM,11,3721.23
788554,3145732,PTM,6,4185.15
788555,3127644,PTM,6,4975.48
788556,3145454,PTM,8,6744.18
788557,3142926,PTM,2,9649.98
788558,3119395,PTM,6,4226.39
788559,3129012,PTM,6,1443.28
788560,3129876,PTM,12,2108.47
788561,3121870,PTM,12,1590.02
788562,3132022,PTM,12,3140.98
788562,3132613,PTM,12,3940.78
788563,3122439,PTM,6,5015.58
788564,3122476,PTM,9,958.74
788565,3142142,PTM,9,5426.52
788567,3142460,PTM,9,2629.89
788568,3122631,PTM,12,13231.56
788569,3128999,PTM,9,690.53
788570,3130164,PTM,3,7021.26
788571,3140109,PTM,25,6142.62
788572,3139145,PTM,9,3661.81
788573,3139662,PTM,6,5263.15
788574,3121092,PTM,6,5434.14
788575,3119640,PTM,13,4049.01
788576,3138946,PTM,9,2141.63
788577,3145062,PTM,6,4122.09
788578,3119097,PTM,18,1684.60
788579,3119773,PTM,9,2137.29
788580,3141924,PTM,16,1669.26
788581,3142792,PTM,5,2660.18
788581,3144707,PTM,6,810.95
788582,3124189,PTM,14,4537.38
788584,3119737,PTM,12,1004.72
788585,3122236,PTM,16,1840.40
788586,3137989,PTM,6,2624.43
788587,3118880,PTM,9,2247.82
788588,3118354,PTM,6,5635.01
788589,3122470,PTM,9,2124.06
788590,3117573,PTM,6,1202.89
788591,3129797,PTM,9,9041.08
788592,3130687,PTM,1,3093.55
788595,3119357,PTM,6,4673.68
788599,3130118,PTM,16,1537.58
788600,3129560,PTM,26,10705.58
788601,3129432,PTM,3,2625.54
788602,3145094,PTM,13,2441.14
788603,3119738,PTM,9,2111.86
788606,3132442,PTM,31,2459.06
788608,3123298,PTM,14,3160.11
788609,3143964,PTM,11,952.22
788610,3142143,PTM,6,3070.51
788611,3119117,PTM,12,3620.69
788612,3118063,PTM,6,2169.05
788613,3135149,PTM,11,1117.79
788614,3143566,PTM,6,7750.02
788615,3122458,PTM,9,8392.90
788616,3132551,PTM,7,2642.25
788617,3121213,PTM,9,4038.54
788618,3120584,PTM,6,4689.69
788619,3122085,PTM,9,1207.74
788620,3133080,PTM,6,873.72
788621,3143130,PTM,9,2102.47
788622,3122048,PTM,6,2912.09
788623,3121249,PTM,6,6070.62
788625,3132692,PTM,6,10011.17
788626,3131620,PTM,3,4616.71
788627,3139397,PTM,2,7652.77
788628,3144018,PTM,10,1830.66
788629,3137198,PTM,9,5648.74
788630,3143643,PTM,9,3808.68
788631,3130771,PTM,9,3558.56
788632,3124318,PTM,9,4905.13
788632,3125261,PTM,9,8537.61
788633,3125762,PTM,11,3879.40
788634,3134818,PTM,6,3658.90
788634,3135510,PTM,6,1046.35
788635,3134968,PTM,20,3929.44
788636,3134149,PTM,9,4126.26
788636,3134733,PTM,9,4184.85
788637,3125221,PTM,6,7318.89
788638,3134442,PTM,12,2782.71
788639,3125217,PTM,5,6691.66
788640,3126320,PTM,6,1258.33
788641,3126821,PTM,12,3652.07
788642,3134567,PTM,3,3523.36
788643,3124569,PTM,6,2756.47
788645,3136265,PTM,9,2520.11
788646,3136806,PTM,13,1282.26
788647,3135855,PTM,26,13512.83
788648,3136040,PTM,10,2116.75
788649,3135881,PTM,11,1294.76
788650,3143720,PTM,10,4046.94
788652,3122625,PTM,12,4917.02
788653,3144932,PTM,6,1629.53
788654,3129643,PTM,6,7978.84
788654,3129885,PTM,6,2796.70
788655,3144558,PTM,12,2803.63
788656,3129473,PTM,6,5984.49
788658,3138502,PTM,9,1740.22
788659,3137918,PTM,9,4215.04
788660,3142243,PTM,9,1600.92
788661,3119468,PTM,6,5071.31
788663,3135321,PTM,10,1897.43
788664,3145458,PTM,10,2467.56
788665,3144347,PTM,6,6006.10
788666,3136421,PTM,12,1924.08
788668,3136364,PTM,34,3510.02
788669,3123532,PTM,12,3301.96
788670,3124521,PTM,6,1454.99
788672,3132225,PTM,12,2453.09
788673,3131166,PTM,6,4545.17
788674,3144261,PTM,10,2405.82
788675,3120082,PTM,9,3933.50
788676,3138995,PTM,3,3641.88
788677,3144570,PTM,6,4306.68
788678,3126140,PTM,6,2596.35
788679,3125290,PTM,9,1142.62
788680,3127119,PTM,7,4000.68
788681,3127116,PTM,6,1635.43
788681,3127684,PTM,6,3408.94
788682,3127661,PTM,7,3812.94
788683,3120842,PTM,6,4232.55
788684,3133858,PTM,6,1389.55
788685,3126016,PTM,6,8276.53
788686,3124903,PTM,12,2870.02
788687,3130521,PTM,6,5555.56
788688,3130816,PTM,6,1857.51
788689,3118103,PTM,6,6426.42
788690,3118114,PTM,12,1326.76
788691,3131127,PTM,6,4765.84
788692,3144803,PTM,10,1762.52
788693,3144801,PTM,27,1217.96
788694,3137927,PTM,16,2451.22
788695,3138581,PTM,3,12400.28
788697,3118301,PTM,6,1281.25
788698,3133954,PTM,6,811.29
788699,3133945,PTM,12,1844.21
788700,3137280,PTM,12,6837.99
788701,3142499,PTM,12,2548.14
788702,3124251,PTM,6,4637.31
788703,3117733,PTM,9,3671.55
788704,3123227,PTM,9,2013.78
788706,3144791,PTM,10,1629.53
788707,3132331,PTM,6,2894.87
788708,3129199,PTM,9,3103.92
788710,3119203,PTM,9,5446.54
788712,3118649,PTM,9,3712.50
788713,3118469,PTM,9,1414.07
788714,3130782,PTM,16,1923.86
788715,3143740,PTM,15,1596.50
788716,3136549,PTM,6,3575.24
788717,3145303,PTM,10,7008.48
788718,3135941,PTM,9,2414.40
788719,3136833,PTM,6,3383.05
788720,3136425,PTM,5,5860.99
788721,3135643,PTM,31,1511.58
